scenario_id,sim_file_name,sim_id,niche_scaling,nu,w,m_black_mats,m_other,proportion_black_mats,proportion_orange_mats,proportion_red_mats,proportion_green_mats,proportion_biomass_black_mats,proportion_biomass_orange_mats,proportion_biomass_red_mats,proportion_biomass_green_mats,m_ratio_black_over_other
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-2339_2019-08-30_002843_20190830_003117.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-2339_2019-08-30_002843_20190830_003117,1,0.01,10,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-3397_2019-08-30_033621_20190830_033842.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-3397_2019-08-30_033621_20190830_033842,1,0.01,10,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-358_2019-08-29_184107_20190829_184329.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-358_2019-08-29_184107_20190829_184329,1,0.01,10,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-4880_2019-08-30_075821_20190830_080044.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-4880_2019-08-30_075821_20190830_080044,1,0.01,10,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-5862_2019-08-30_105120_20190830_105354.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-5862_2019-08-30_105120_20190830_105354,1,0.01,10,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-7460_2019-08-30_153331_20190830_153553.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-7460_2019-08-30_153331_20190830_153553,1,0.01,10,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-7712_2019-08-30_161745_20190830_162017.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-7712_2019-08-30_161745_20190830_162017,1,0.01,10,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-8045_2019-08-30_171516_20190830_171736.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10_rep-8045_2019-08-30_171516_20190830_171736,1,0.01,10,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-1210_2019-08-29_211017_20190829_211249.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-1210_2019-08-29_211017_20190829_211249,1,0.01,100,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-1427_2019-08-29_214957_20190829_215230.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-1427_2019-08-29_214957_20190829_215230,1,0.01,100,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-3269_2019-08-30_031233_20190830_031504.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-3269_2019-08-30_031233_20190830_031504,1,0.01,100,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-3433_2019-08-30_034141_20190830_034406.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-3433_2019-08-30_034141_20190830_034406,1,0.01,100,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-3680_2019-08-30_042639_20190830_042901.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-3680_2019-08-30_042639_20190830_042901,1,0.01,100,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-4103_2019-08-30_054045_20190830_054314.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-4103_2019-08-30_054045_20190830_054314,1,0.01,100,0.5,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,500
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-4422_2019-08-30_063613_20190830_063842.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-4422_2019-08-30_063613_20190830_063842,1,0.01,100,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-5571_2019-08-30_100040_20190830_100315.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-5571_2019-08-30_100040_20190830_100315,1,0.01,100,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-7204_2019-08-30_144926_20190830_145153.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-7204_2019-08-30_144926_20190830_145153,1,0.01,100,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-7272_2019-08-30_145946_20190830_150216.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-7272_2019-08-30_145946_20190830_150216,1,0.01,100,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-7425_2019-08-30_152547_20190830_152810.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-7425_2019-08-30_152547_20190830_152810,1,0.01,100,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-8231_2019-08-30_174651_20190830_174909.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-8231_2019-08-30_174651_20190830_174909,1,0.01,100,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-8986_2019-08-30_200015_20190830_200233.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-100_rep-8986_2019-08-30_200015_20190830_200233,1,0.01,100,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-1889_2019-08-29_230915_20190829_231145.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-1889_2019-08-29_230915_20190829_231145,1,0.01,1000,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-4826_2019-08-30_074744_20190830_075005.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-4826_2019-08-30_074744_20190830_075005,1,0.01,1000,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-6243_2019-08-30_120043_20190830_120305.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-6243_2019-08-30_120043_20190830_120305,1,0.01,1000,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-6543_2019-08-30_125347_20190830_125607.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-6543_2019-08-30_125347_20190830_125607,1,0.01,1000,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-6959_2019-08-30_140458_20190830_140727.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-6959_2019-08-30_140458_20190830_140727,1,0.01,1000,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-7291_2019-08-30_150506_20190830_150726.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-7291_2019-08-30_150506_20190830_150726,1,0.01,1000,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-8243_2019-08-30_174926_20190830_175157.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-8243_2019-08-30_174926_20190830_175157,1,0.01,1000,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-8754_2019-08-30_191836_20190830_192056.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-8754_2019-08-30_191836_20190830_192056,1,0.01,1000,0.5,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,500
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-921_2019-08-29_202013_20190829_202240.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-921_2019-08-29_202013_20190829_202240,1,0.01,1000,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-994_2019-08-29_203327_20190829_203557.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1000_rep-994_2019-08-29_203327_20190829_203557,1,0.01,1000,0.5,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,500
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-1623_2019-08-29_222414_20190829_222637.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-1623_2019-08-29_222414_20190829_222637,1,0.01,10000,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-3615_2019-08-30_041315_20190830_041538.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-3615_2019-08-30_041315_20190830_041538,1,0.01,10000,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-5782_2019-08-30_103803_20190830_104025.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-5782_2019-08-30_103803_20190830_104025,1,0.01,10000,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-6022_2019-08-30_112053_20190830_112314.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-6022_2019-08-30_112053_20190830_112314,1,0.01,10000,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-7605_2019-08-30_155649_20190830_155910.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-7605_2019-08-30_155649_20190830_155910,1,0.01,10000,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-823_2019-08-29_200156_20190829_200419.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-823_2019-08-29_200156_20190829_200419,1,0.01,10000,0.5,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,500
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-9227_2019-08-30_204159_20190830_204426.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-10000_rep-9227_2019-08-30_204159_20190830_204426,1,0.01,10000,0.5,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,500
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-2285_2019-08-30_002045_20190830_002305.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-2285_2019-08-30_002045_20190830_002305,1,0.01,1e+05,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-2425_2019-08-30_004443_20190830_004714.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-2425_2019-08-30_004443_20190830_004714,1,0.01,1e+05,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-2474_2019-08-30_005241_20190830_005517.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-2474_2019-08-30_005241_20190830_005517,1,0.01,1e+05,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-4006_2019-08-30_052502_20190830_052722.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-4006_2019-08-30_052502_20190830_052722,1,0.01,1e+05,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-6134_2019-08-30_113939_20190830_114212.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-6134_2019-08-30_113939_20190830_114212,1,0.01,1e+05,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-872_2019-08-29_201221_20190829_201451.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-872_2019-08-29_201221_20190829_201451,1,0.01,1e+05,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-8831_2019-08-30_193134_20190830_193355.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+05_rep-8831_2019-08-30_193134_20190830_193355,1,0.01,1e+05,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-2083_2019-08-29_234332_20190829_234555.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-2083_2019-08-29_234332_20190829_234555,1,0.01,1e+06,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-2910_2019-08-30_020911_20190830_021133.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-2910_2019-08-30_020911_20190830_021133,1,0.01,1e+06,0.05,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,50
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-3575_2019-08-30_040756_20190830_041018.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-3575_2019-08-30_040756_20190830_041018,1,0.01,1e+06,0.1,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,100
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-413_2019-08-29_185127_20190829_185356.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-413_2019-08-29_185127_20190829_185356,1,0.01,1e+06,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-4751_2019-08-30_073434_20190830_073657.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-4751_2019-08-30_073434_20190830_073657,1,0.01,1e+06,0.005,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,5
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-6063_2019-08-30_112850_20190830_113116.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-6063_2019-08-30_112850_20190830_113116,1,0.01,1e+06,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-6656_2019-08-30_131211_20190830_131433.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-6656_2019-08-30_131211_20190830_131433,1,0.01,1e+06,0.01,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,10
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-6842_2019-08-30_134633_20190830_134905.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-6842_2019-08-30_134633_20190830_134905,1,0.01,1e+06,0.09,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,90
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-7006_2019-08-30_141535_20190830_141757.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-7006_2019-08-30_141535_20190830_141757,1,0.01,1e+06,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-7238_2019-08-30_145436_20190830_145704.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-7238_2019-08-30_145436_20190830_145704,1,0.01,1e+06,0.9,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,900
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-7695_2019-08-30_161233_20190830_161453.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-7695_2019-08-30_161233_20190830_161453,1,0.01,1e+06,0.001,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,1
streamMetacommunities,C:/Users/esokol/Box/PROJECTS/B235/Metacomm Sims/R_sims_v2_10000_reps/SIM_RESULTS/SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-7974_2019-08-30_170220_20190830_170439.rda,SIM_METACOMM_nicheScaling-1_m-0.001_nu-0.01_w-1e+06_rep-7974_2019-08-30_170220_20190830_170439,1,0.01,1e+06,0.009,0.001,0.384,0.616,0,0,0.3869339110972458,0.6130660889027542,0,0,9
